["Median Household Size", "Median Household Income", "Number of Occupied Housing Units", "Number of Housing Units", "Non-English Speaking Population", "Foreign-Born", "Number of People Below the Poverty Line", "Total Population"]
2.48, 44361, 3413, 3854, 0, 0, 1390, 8675, 03235
1.86, 42801, 11230, 13830, 2340, 228, 5135, 23361, 94103
2.93, 64834, 14875, 15967, 1422, 0, 3660, 44213, 75104
3.42, 36340, 10448, 11831, 8500, 57, 12474, 36878, 93305
3.76, 34243, 20967, 23060, 20580, 170, 26386, 79117, 93307
2.53, 53351, 16576, 18433, 81, 14, 5099, 42089, 48111
2.92, 71319, 20825, 22304, 1158, 0, 4600, 61025, 30127
2.17, 44392, 15320, 16804, 80, 0, 4572, 35116, 24401
2.92, 28193, 8861, 10787, 752, 24, 10489, 26308, 55411
2.78, 28450, 23004, 31058, 21555, 0, 21529, 64658, 77036
2.23, 105065, 14985, 16193, 528, 0, 1382, 33761, 98033
2.52, 35013, 12977, 15902, 1533, 0, 10457, 34569, 60612
2.23, 105065, 14985, 16193, 528, 0, 1382, 33761, 98033
3.7, 26253, 24424, 27742, 32969, 11, 37793, 90429, 78521
2.47, 42004, 23113, 25944, 1075, 8, 9351, 60369, 21740
2.82, 38571, 11716, 13513, 5969, 34, 7484, 33229, 32807
2.51, 57823, 4355, 4720, 0, 0, 859, 11032, 62010
2.51, 57823, 4355, 4720, 0, 0, 859, 11032, 62010
2.31, 32000, 14283, 16692, 2786, 23, 10690, 34908, 49503
2.71, 53619, 5510, 5836, 731, 141, 2201, 15011, 97381
2.45, 39889, 15706, 18628, 1102, 0, 5979, 39232, 27320
2.88, 106579, 1916, 1991, 0, 0, 279, 5513, 06524
2.49, 65952, 6893, 7844, 70, 0, 1667, 17307, 55803
2.83, 106531, 18011, 18627, 474, 0, 2287, 50894, 75025
2.52, 53958, 11058, 12348, 132, 0, 3299, 27912, 29710
2.45, 39889, 15706, 18628, 1102, 0, 5979, 39232, 27320
3.49, 96230, 2593, 3026, 285, 0, 397, 9066, 95391
2.65, 60114, 23723, 25235, 2937, 330, 8414, 63113, 97006
2.57, 43436, 7187, 8346, 704, 0, 3037, 19640, 73008
2.57, 43436, 7187, 8346, 704, 0, 3037, 19640, 73008
3.64, 76938, 1986, 2655, 15, 0, 808, 7571, 99559
2.58, 60658, 1242, 1375, 7, 0, 194, 3216, 19507
2.74, 67617, 7667, 8077, 214, 7, 1164, 21028, 66109
2.54, 66730, 7703, 8758, 91, 0, 1221, 19861, 23061
2.72, 50755, 2465, 2553, 43, 0, 539, 6699, 28107
2.12, 40452, 9476, 11621, 438, 18, 2871, 20655, 28786
2.52, 53958, 11058, 12348, 132, 0, 3299, 27912, 29710
2.57, 35975, 967, 1175, 0, 0, 596, 2487, 28679
2.71, 74682, 16954, 17860, 934, 19, 3003, 46203, 29681
2.36, 29122, 908, 1123, 0, 0, 483, 2139, 27812
2.69, 67609, 8419, 8861, 119, 0, 2019, 22756, 98338
2.19, 53102, 1408, 1650, 0, 0, 274, 3086, 05032
2.56, 60922, 7005, 7530, 99, 0, 1092, 18117, 45371
2.88, 50168, 7958, 8239, 1760, 4, 4082, 25332, 97317
2.61, 35701, 8340, 9819, 82, 35, 5518, 21995, 74801
2.34, 40299, 10298, 11420, 48, 0, 4621, 24532, 62864
2.78, 23079, 10829, 14066, 787, 0, 12488, 30309, 38114
2.49, 55415, 19746, 22454, 381, 0, 5237, 49387, 23666
2.71, 87643, 6717, 6968, 366, 0, 764, 18459, 06801
3.02, 65072, 14391, 15440, 757, 8, 4018, 43679, 98387
2.56, 60922, 7005, 7530, 99, 0, 1092, 18117, 45371
2.54, 49811, 5999, 6849, 197, 0, 2031, 15351, 27574
2.61, 35701, 8340, 9819, 82, 35, 5518, 21995, 74801
3.02, 65072, 14391, 15440, 757, 8, 4018, 43679, 98387
2.56, 60922, 7005, 7530, 99, 0, 1092, 18117, 45371
3.83, 64167, 1122, 1242, 181, 0, 269, 5167, 23665
2.5, 66263, 11788, 12361, 65, 0, 695, 29638, 15102
2.12, 40452, 9476, 11621, 438, 18, 2871, 20655, 28786
2.71, 87643, 6717, 6968, 366, 0, 764, 18459, 06801
2.64, 50461, 4908, 5494, 258, 0, 1484, 13343, 72002
2.61, 35701, 8340, 9819, 82, 35, 5518, 21995, 74801
3.02, 65072, 14391, 15440, 757, 8, 4018, 43679, 98387
2.5, 66263, 11788, 12361, 65, 0, 695, 29638, 15102
3.64, 76938, 1986, 2655, 15, 0, 808, 7571, 99559
2.56, 58408, 7624, 8283, 90, 0, 1880, 19526, 19061
2.63, 33713, 1353, 1584, 11, 0, 746, 3563, 38315
2.79, 48238, 4431, 5013, 0, 0, 1150, 12399, 45106
3.64, 76938, 1986, 2655, 15, 0, 808, 7571, 99559
2.67, 75297, 5852, 6143, 71, 0, 858, 15662, 29016
2.79, 48238, 4431, 5013, 0, 0, 1150, 12399, 45106
2.07, 108369, 12642, 13693, 708, 2, 1101, 26827, 20814
2.64, 51256, 15722, 17573, 4291, 0, 7652, 41580, 27703
2.34, 61838, 14046, 14705, 565, 0, 2663, 34044, 53188
3.01, 87632, 3677, 3875, 75, 0, 160, 11056, 37179
2.98, 55082, 25925, 28854, 8182, 90, 10206, 77440, 30044
2.45, 47696, 13505, 15143, 410, 0, 5022, 33512, 31406
2.07, 108369, 12642, 13693, 708, 2, 1101, 26827, 20814
2.76, 74750, 207, 214, 4, 0, 0, 572, 80547
2.65, 75472, 7580, 7798, 251, 0, 716, 20553, 18020
2.49, 91255, 6815, 7108, 48, 0, 714, 17123, 12054
2.49, 91255, 6815, 7108, 48, 0, 714, 17123, 12054
2.64, 38231, 9157, 11281, 528, 0, 4406, 24643, 28681
2.86, 63588, 4005, 4449, 426, 0, 981, 11437, 30620
2.48, 86554, 1381, 1539, 0, 0, 123, 3532, 06751
2.26, 40206, 18493, 21073, 63, 6, 6733, 43694, 26003
3.13, 70389, 7509, 8407, 143, 0, 1398, 23468, 30248
2.24, 50430, 1105, 1601, 0, 0, 365, 2502, 03574
2.57, 36319, 4773, 5857, 129, 0, 2221, 14098, 32425
2.42, 59516, 938, 1093, 0, 0, 210, 2278, 15333
2.42, 59516, 938, 1093, 0, 0, 210, 2278, 15333
2.42, 59516, 938, 1093, 0, 0, 210, 2278, 15333
2.7, 44048, 1955, 2381, 33, 0, 753, 5284, 37022
2.97, 85398, 8014, 8236, 341, 11, 596, 23873, 11714
2.59, 32160, 12016, 14897, 558, 6, 10771, 31564, 53208
2.65, 34046, 12071, 16229, 5465, 0, 7572, 32230, 33844
3.22, 41104, 15757, 17995, 9434, 45, 11681, 50811, 77088
2.36, 35740, 6758, 8515, 550, 0, 4165, 17569, 48341
2.57, 37821, 8390, 10991, 1671, 0, 3858, 22464, 76504
2.52, 35013, 12977, 15902, 1533, 0, 10457, 34569, 60612
3.81, 54614, 17387, 18447, 11288, 0, 12404, 66461, 92114
2.68, 36283, 929, 1194, 0, 0, 353, 2489, 29009
2.92, 28193, 8861, 10787, 752, 24, 10489, 26308, 55411
3.48, 53125, 158, 172, 78, 0, 137, 550, 80805
2.31, 22400, 7054, 11218, 126, 0, 5612, 22379, 30314
2.76, 45074, 24568, 30084, 490, 0, 11805, 67904, 30349
3.04, 42799, 3071, 3613, 381, 0, 1679, 10820, 31537
3.48, 53125, 158, 172, 78, 0, 137, 550, 80805
2.26, 35602, 18089, 22177, 5188, 38, 7997, 41615, 33020
2.87, 22755, 19055, 22785, 7822, 66, 22172, 55272, 19140
2.62, 22161, 8640, 10309, 199, 0, 8649, 22815, 71109
3.04, 42799, 3071, 3613, 381, 0, 1679, 10820, 31537
2.95, 32500, 376, 401, 2, 2, 190, 1108, 29133
2.95, 32500, 376, 401, 2, 2, 190, 1108, 29133
2.53, 40328, 10155, 11256, 44, 0, 4237, 25904, 28086
3.02, 31532, 20110, 23424, 19704, 7, 20924, 61462, 78501
3.09, 86012, 14428, 15946, 706, 0, 1953, 44719, 89131
2.38, 35730, 17730, 19921, 1649, 33, 9868, 43505, 02740
2.48, 40921, 828, 1621, 2, 0, 376, 2053, 49683
1.91, 24419, 222, 266, 0, 0, 75, 425, 41605
1.91, 24419, 222, 266, 0, 0, 75, 425, 41605
2.44, 93936, 9825, 10104, 299, 20, 678, 25635, 07430
2.74, 25103, 5325, 6553, 2983, 17, 5983, 15357, 06519
2.04, 51706, 6879, 7666, 219, 0, 1042, 14245, 60130
2.6, 59779, 6128, 6521, 3323, 0, 1670, 15939, 60070
3.21, 89461, 17124, 18166, 1366, 0, 2775, 55083, 76244
2.48, 69577, 13858, 14471, 190, 0, 1946, 34462, 52722
2.48, 69577, 13858, 14471, 190, 0, 1946, 34462, 52722
2.32, 31460, 9722, 11368, 541, 0, 5385, 23013, 44310
3.05, 26213, 6042, 7108, 987, 16, 6598, 21820, 39194
2.66, 113002, 8901, 9292, 104, 0, 761, 23833, 23113
3.15, 40625, 1856, 2420, 27, 0, 971, 5932, 75839
2.14, 42083, 279, 296, 2, 0, 83, 596, 44815
2.14, 42083, 279, 296, 2, 0, 83, 596, 44815
2.14, 42083, 279, 296, 2, 0, 83, 596, 44815
3.33, 68758, 10014, 11653, 2528, 0, 4203, 33419, 85339
2.32, 36250, 9251, 10674, 0, 0, 4287, 21735, 44305
2.67, 53231, 5121, 5757, 113, 0, 1746, 13671, 83858
2.82, 86218, 2378, 2581, 123, 0, 484, 8102, 07764
2.74, 45560, 25276, 27132, 18382, 83, 14390, 70052, 90026
2.64, 40265, 3554, 4167, 476, 0, 1818, 9520, 39117
2.41, 44893, 6615, 7292, 131, 0, 3727, 17713, 99004
2.45, 54121, 9520, 10055, 328, 0, 2699, 23493, 68005
2.64, 50547, 13137, 14856, 221, 0, 3638, 34991, 32526
2.74, 57428, 7530, 8451, 1281, 55, 1768, 20609, 23237
2.55, 37609, 5969, 7562, 8, 0, 2624, 15343, 36854
2.87, 52194, 14959, 17035, 1130, 0, 5753, 43838, 30134
2.15, 63765, 1630, 1938, 0, 0, 295, 3588, 58523
2.64, 50547, 13137, 14856, 221, 0, 3638, 34991, 32526
2.31, 50573, 488, 724, 68, 0, 66, 1127, 81023
2.46, 47852, 12326, 13206, 820, 0, 3036, 30596, 81005
2.55, 37609, 5969, 7562, 8, 0, 2624, 15343, 36854
2.15, 63765, 1630, 1938, 0, 0, 295, 3588, 58523
2.31, 50573, 488, 724, 68, 0, 66, 1127, 81023
2.15, 63765, 1630, 1938, 0, 0, 295, 3588, 58523
2.95, 54022, 10496, 11936, 1976, 28, 4552, 31442, 60099
2.61, 37298, 2970, 3388, 131, 0, 1015, 7829, 28518
2.5, 24319, 6977, 8692, 17, 0, 6243, 17539, 46404
2.48, 63355, 9938, 10199, 268, 0, 1801, 24904, 68144
2.17, 44392, 15320, 16804, 80, 0, 4572, 35116, 24401
2.17, 44392, 15320, 16804, 80, 0, 4572, 35116, 24401
3.01, 123426, 9317, 9840, 247, 0, 973, 28059, 75013
2.28, 74859, 10522, 11100, 147, 0, 2074, 24101, 97212
3.01, 123426, 9317, 9840, 247, 0, 973, 28059, 75013
2.64, 59773, 10381, 11153, 1346, 26, 3126, 27794, 98037
2.57, 109088, 5627, 5875, 58, 0, 286, 14593, 48025
2.21, 45590, 13311, 14360, 70, 0, 3798, 29887, 43614
2.3, 35284, 1319, 1718, 0, 0, 585, 3050, 26253
2.97, 190048, 16446, 17004, 650, 18, 1326, 49088, 20854
2.33, 52096, 11059, 11980, 229, 0, 2737, 25752, 45431
2.38, 67733, 15278, 16709, 325, 0, 3227, 39455, 01915
2.68, 50504, 18287, 20300, 3466, 81, 7075, 49884, 28025
2.91, 76019, 18141, 19946, 2267, 85, 5685, 53310, 94591
2.2, 78575, 5386, 6031, 85, 0, 642, 11836, 90212
3.21, 62640, 15630, 16779, 5971, 66, 6639, 50194, 77089
2.28, 39282, 9047, 9967, 40, 0, 3856, 20766, 25705
2.8, 41100, 14264, 15799, 1164, 0, 7675, 40111, 19082
2.2, 45311, 24600, 26644, 268, 0, 14647, 64133, 14850
2.56, 60240, 9105, 9450, 74, 0, 1657, 23375, 61571
2.78, 49081, 11938, 12833, 3059, 16, 6872, 33416, 98168
2.5, 55343, 4592, 4933, 224, 0, 1319, 11463, 08010
2.09, 41043, 18579, 22397, 896, 0, 4516, 39402, 34748
2.2, 78575, 5386, 6031, 85, 0, 642, 11836, 90212
2.17, 53182, 19528, 21328, 2859, 0, 5766, 42607, 28210
2.61, 42300, 984, 1177, 0, 0, 394, 2630, 45715
2.58, 37710, 13949, 15882, 359, 2, 6927, 36247, 36301
2.58, 40066, 497, 633, 0, 0, 120, 1281, 63532
2.58, 40066, 497, 633, 0, 0, 120, 1281, 63532
2.84, 27461, 431, 480, 0, 0, 327, 1226, 41564
3.08, 93493, 6205, 7043, 175, 6, 692, 19142, 33547
2.61, 52964, 7929, 8543, 30, 0, 1724, 20722, 45251
2.2, 62294, 17229, 19930, 1759, 240, 4390, 39195, 78209
3.11, 29530, 7421, 8308, 4669, 11, 6737, 23334, 78214
3.44, 38817, 5077, 5459, 3769, 0, 2818, 17945, 78224
2.73, 40971, 1472, 1664, 849, 14, 512, 6857, 78252
2.66, 24299, 1281, 1702, 671, 0, 1272, 3582, 78208
2.66, 24299, 1281, 1702, 671, 0, 1272, 3582, 78208
2.78, 54522, 15533, 16952, 2925, 12, 5179, 43270, 78233
3.27, 38729, 10946, 12167, 5883, 183, 7722, 36032, 78221
2.66, 24299, 1281, 1702, 671, 0, 1272, 3582, 78208
2.83, 34422, 18703, 20838, 10186, 0, 14309, 54558, 78228
2.66, 24299, 1281, 1702, 671, 0, 1272, 3582, 78208
2.66, 24299, 1281, 1702, 671, 0, 1272, 3582, 78208
2.93, 35089, 16819, 18970, 5771, 33, 11037, 49879, 78223
2.36, 55238, 10927, 12312, 326, 0, 3844, 27449, 43209
2.36, 55238, 10927, 12312, 326, 0, 3844, 27449, 43209
2.56, 22828, 6739, 9231, 1169, 0, 6706, 17346, 61104
3.75, 36048, 7472, 7868, 10722, 68, 7176, 28055, 92173
2.79, 80496, 4277, 4680, 69, 0, 414, 11976, 34240
2.69, 70843, 1740, 1817, 0, 0, 164, 4680, 05454
2.69, 70843, 1740, 1817, 0, 0, 164, 4680, 05454
2.57, 58563, 383, 438, 2, 0, 140, 1047, 57063
2.57, 45844, 8304, 9114, 695, 0, 2527, 21758, 61081
2.99, 33370, 2078, 2550, 113, 0, 1483, 6340, 35042
2.99, 33370, 2078, 2550, 113, 0, 1483, 6340, 35042
2.97, 44275, 2190, 2638, 3, 0, 808, 6512, 35184
2.59, 71128, 2345, 2452, 82, 0, 191, 6259, 61240
2.59, 81866, 10689, 11123, 329, 0, 739, 28026, 03062
3.57, 52301, 8710, 9864, 5146, 0, 6091, 31214, 85303
3.57, 52301, 8710, 9864, 5146, 0, 6091, 31214, 85303
2.79, 48238, 4431, 5013, 0, 0, 1150, 12399, 45106
2.64, 42952, 18916, 20730, 1641, 52, 7031, 51552, 83301
2.12, 37286, 2339, 2715, 0, 0, 794, 5060, 67665
2.33, 52500, 118, 140, 0, 0, 56, 275, 99322
3.09, 81766, 8155, 8473, 512, 0, 1395, 25194, 11784
2.36, 45394, 9597, 11009, 21, 0, 2937, 23525, 04005
2.36, 45394, 9597, 11009, 21, 0, 2937, 23525, 04005
2.36, 45394, 9597, 11009, 21, 0, 2937, 23525, 04005
2.36, 45394, 9597, 11009, 21, 0, 2937, 23525, 04005
2.36, 45394, 9597, 11009, 21, 0, 2937, 23525, 04005
1.98, 61875, 43, 74, 0, 0, 7, 85, 59314
3.05, 55018, 19964, 22568, 5884, 40, 10486, 61266, 94509
2.46, 37445, 11509, 12571, 1253, 18, 6815, 29057, 96080
2.38, 39266, 14963, 16717, 925, 0, 10069, 38064, 95926
2.66, 25250, 180, 285, 10, 0, 211, 579, 95939
2.19, 59966, 19875, 21330, 625, 0, 5069, 47510, 06457
3.05, 42760, 325, 536, 0, 0, 256, 991, 71008
3.05, 42760, 325, 536, 0, 0, 256, 991, 71008
2.28, 42929, 13576, 14574, 296, 0, 4400, 31458, 63125
2.64, 37813, 840, 1128, 39, 0, 443, 2219, 30538
2.33, 34398, 237, 314, 0, 0, 30, 553, 49817
2.34, 31541, 2169, 9913, 415, 0, 1189, 5109, 92315
2.56, 41168, 3685, 9090, 691, 0, 1778, 9433, 92314
2.34, 31541, 2169, 9913, 415, 0, 1189, 5109, 92315
2.6, 49764, 1255, 1352, 4, 0, 307, 3326, 16115
2.79, 80913, 1345, 1384, 7, 0, 126, 3754, 53103
1.75, 26393, 457, 686, 49, 0, 163, 799, 79852
2.28, 37830, 3203, 3661, 16, 0, 1350, 7651, 48413
3.18, 55724, 17459, 18505, 4487, 35, 7766, 55529, 78245
2.39, 84583, 93, 132, 5, 0, 12, 227, 93605
2.53, 31014, 421, 621, 0, 0, 229, 1299, 40972
3.02, 89696, 17434, 19699, 1710, 0, 2999, 52669, 30041
na, na, 28, 28, 0, 0, 0, 28, 41713
2.24, 47524, 22378, 23548, 262, 0, 4955, 50734, 44130
2.14, 43790, 6777, 7342, 60, 0, 2085, 14748, 12801
3.46, 58853, 7287, 10406, 4705, 0, 2701, 25215, 34120
2.32, 55662, 57, 72, 0, 0, 15, 192, 34141
2.38, 37250, 346, 624, 4, 0, 68, 844, 59337
2.38, 31392, 2642, 2980, 23, 0, 1661, 6285, 26431
2.33, 67431, 856, 856, 0, 0, 37, 1991, 14814
2.77, 28933, 583, 718, 374, 0, 423, 1616, 78011
3.23, 41466, 1065, 1488, 511, 5, 682, 4870, 78017
2.91, 52475, 1439, 1550, 393, 0, 602, 4371, 53184
2.61, 59505, 3365, 3708, 277, 0, 682, 8792, 60041
2.61, 59505, 3365, 3708, 277, 0, 682, 8792, 60041
2.61, 59505, 3365, 3708, 277, 0, 682, 8792, 60041
2.18, 42130, 2044, 2408, 0, 0, 641, 4614, 82443
2.53, 250001, 72, 233, 0, 0, 0, 182, 82833
2.53, 250001, 72, 233, 0, 0, 0, 182, 82833
2.53, 250001, 72, 233, 0, 0, 0, 182, 82833
2.36, 46505, 617, 743, 1, 0, 102, 1456, 24526
2.44, 44337, 738, 922, 1, 0, 319, 1808, 49338
2.42, 56062, 3388, 3595, 0, 0, 909, 8210, 15042
2.04, 41402, 1116, 1498, 31, 0, 453, 2286, 95570
2.65, 57813, 1518, 2987, 0, 0, 588, 4029, 99652
2.53, 59468, 6517, 7581, 780, 0, 1630, 16647, 98274
3.15, 75241, 5722, 6354, 277, 31, 1119, 18066, 55309
3.15, 75241, 5722, 6354, 277, 31, 1119, 18066, 55309
3.79, 63080, 43, 79, 36, 0, 56, 235, 97001
2.39, 28512, 685, 912, 0, 0, 458, 1657, 25043
1.92, 58765, 3448, 4727, 178, 0, 536, 6712, 86351
2.3, 36667, 286, 367, 0, 0, 82, 659, 73562
2.3, 36667, 286, 367, 0, 0, 82, 659, 73562
3.69, 28100, 10315, 11328, 8655, 37, 15911, 39076, 93706
2.09, 41473, 8812, 11236, 113, 0, 5208, 18680, 63104
2.78, 49081, 11938, 12833, 3059, 16, 6872, 33416, 98168
2.47, 59018, 1537, 2946, 66, 0, 238, 3906, 33043
2.2, 62396, 631, 825, 44, 0, 91, 1430, 93513
2.2, 62396, 631, 825, 44, 0, 91, 1430, 93513
3.06, 84375, 1017, 1366, 132, 0, 266, 3127, 83113
3.06, 84375, 1017, 1366, 132, 0, 266, 3127, 83113
3.06, 84375, 1017, 1366, 132, 0, 266, 3127, 83113
2.35, 33413, 7062, 7975, 63, 10, 4842, 20332, 49307
2.35, 33413, 7062, 7975, 63, 10, 4842, 20332, 49307
2.57, 62451, 15685, 16724, 594, 0, 4439, 40565, 37343
2.56, 29923, 3548, 4374, 5, 0, 1960, 9208, 37807
2.66, 46698, 2773, 3032, 18, 0, 905, 7440, 48616
2.56, 40156, 415, 649, 0, 0, 162, 1174, 59520
2.56, 43140, 1988, 2223, 74, 0, 1248, 5142, 75755
2.56, 43140, 1988, 2223, 74, 0, 1248, 5142, 75755
2.56, 40156, 415, 649, 0, 0, 162, 1174, 59520
2.56, 43140, 1988, 2223, 74, 0, 1248, 5142, 75755
2.88, 67625, 4129, 4821, 79, 0, 1296, 12609, 99615
2.36, 33421, 1388, 2033, 10, 0, 482, 3281, 38221
2.65, 61665, 18115, 19639, 1598, 11, 5475, 48980, 30144
2.16, 51209, 21091, 21751, 184, 0, 4192, 46542, 59102
2.7, 52965, 2970, 3288, 24, 0, 900, 8265, 59804
2.52, 45093, 1615, 1943, 12, 28, 579, 4237, 59427
2.62, 41999, 10593, 12684, 4439, 28, 5552, 33645, 79720
2.62, 41999, 10593, 12684, 4439, 28, 5552, 33645, 79720
2.51, 53336, 4733, 4999, 31, 0, 1200, 12031, 17241
2.83, 33864, 4862, 5146, 1592, 0, 3300, 13958, 35951
2.51, 53336, 4733, 4999, 31, 0, 1200, 12031, 17241
2.65, 27442, 642, 1373, 81, 0, 393, 1709, 78873
2.77, 67140, 14856, 15265, 1978, 0, 2703, 41234, 75044
2.23, 40625, 1851, 2246, 23, 10, 602, 4173, 96064
2.93, 84813, 18553, 19080, 2686, 0, 3608, 54866, 93063
2.19, 60313, 426, 675, 0, 0, 54, 933, 57216
2.19, 60313, 426, 675, 0, 0, 54, 933, 57216
2.06, 42857, 430, 483, 0, 0, 115, 938, 56240
2.6, 48021, 297, 313, 0, 0, 123, 771, 59472
2.62, 52250, 242, 564, 153, 0, 353, 977, 93920
2.46, 60815, 17589, 19058, 615, 0, 3819, 43433, 80538
2.33, 42759, 1274, 1867, 16, 0, 298, 3034, 59011
2.33, 42759, 1274, 1867, 16, 0, 298, 3034, 59011
2.39, 62614, 17390, 18338, 132, 11, 2340, 42282, 14075
2.6, 51513, 225, 319, 20, 0, 32, 585, 96009
2.6, 51513, 225, 319, 20, 0, 32, 585, 96009
2.6, 51513, 225, 319, 20, 0, 32, 585, 96009
2.54, 77441, 4730, 4882, 0, 0, 502, 12106, 43074
2.54, 77441, 4730, 4882, 0, 0, 502, 12106, 43074
2.54, 77441, 4730, 4882, 0, 0, 502, 12106, 43074
2.07, 46087, 2564, 3066, 0, 0, 324, 5409, 84741
2.07, 46087, 2564, 3066, 0, 0, 324, 5409, 84741
2.27, 18047, 313, 373, 250, 0, 122, 714, 78830
2.34, 50357, 508, 624, 0, 0, 68, 1190, 57790
3.02, 85799, 5257, 5436, 90, 0, 452, 15951, 55376
2.54, 50486, 1163, 1361, 0, 0, 230, 2968, 72016
2.32, 47562, 22791, 24627, 273, 0, 7303, 54665, 45840
2.35, 84375, 4663, 5068, 143, 0, 745, 11048, 02458
1.79, 64507, 149, 334, 20, 0, 8, 267, 78005
1.79, 64507, 149, 334, 20, 0, 8, 267, 78005
1.79, 64507, 149, 334, 20, 0, 8, 267, 78005
2.7, 47566, 2021, 2288, 390, 0, 637, 5598, 78026
1.79, 64507, 149, 334, 20, 0, 8, 267, 78005
3.14, 55966, 2142, 2477, 945, 25, 1084, 6739, 78052
2.17, 48638, 3760, 5736, 17, 0, 1070, 8262, 59911
2.17, 48638, 3760, 5736, 17, 0, 1070, 8262, 59911
2.01, 43365, 732, 1718, 2, 0, 183, 1545, 56628
2.17, 48638, 3760, 5736, 17, 0, 1070, 8262, 59911
2.01, 43365, 732, 1718, 2, 0, 183, 1545, 56628
2.59, 32559, 11077, 13584, 351, 0, 5888, 29209, 38834
2.59, 32559, 11077, 13584, 351, 0, 5888, 29209, 38834
2.17, 38243, 11086, 13531, 647, 0, 6147, 25485, 41011
3.15, 42532, 1120, 1266, 539, 16, 814, 3541, 95917
3.15, 42532, 1120, 1266, 539, 16, 814, 3541, 95917
3.15, 42532, 1120, 1266, 539, 16, 814, 3541, 95917
3.15, 42532, 1120, 1266, 539, 16, 814, 3541, 95917
2.54, 46198, 2165, 2291, 339, 0, 708, 5586, 17307
2.54, 46198, 2165, 2291, 339, 0, 708, 5586, 17307
2.4, 46715, 12063, 21930, 2451, 31, 4673, 29206, 96150
2.28, 32122, 5983, 6895, 34, 0, 3199, 13734, 14210
3.02, 37527, 12883, 14197, 7819, 31, 8392, 38989, 75051
2.98, 61833, 20230, 22433, 1498, 6, 6622, 60538, 30135
2.87, 75841, 5110, 5493, 553, 0, 1216, 14655, 78070
2.95, 66612, 2853, 3274, 138, 0, 738, 8498, 78642
3.48, 29364, 1612, 1794, 2271, 0, 1861, 7740, 79821
2.17, 45980, 12386, 14999, 918, 0, 2800, 27657, 33803
3.61, 35952, 1626, 1944, 2332, 0, 988, 10045, 92233
2.52, 48838, 20835, 24235, 983, 24, 6949, 52631, 28314
2.39, 46716, 6757, 7586, 631, 36, 2283, 16167, 76120
3.64, 60393, 11596, 12320, 4864, 37, 5598, 42406, 93313
2.63, 24393, 11893, 13781, 3214, 93, 13051, 34149, 76706
2.83, 23663, 1030, 1604, 291, 7, 1094, 2935, 92283
3.06, 37451, 2503, 3336, 338, 0, 1402, 7798, 81144
2.37, 53383, 15798, 16847, 975, 0, 4023, 37797, 80537
3.34, 50662, 34272, 35902, 25341, 89, 17958, 114941, 79936
2.47, 39060, 7920, 9006, 353, 0, 3511, 20318, 73018
2.4, 52873, 9009, 10215, 2183, 54, 2257, 21780, 89120
2.84, 88188, 10611, 11144, 109, 0, 1572, 30168, 01821
2.53, 40885, 5948, 6376, 1497, 50, 3044, 16452, 75601
2.27, 41463, 2048, 2237, 12, 0, 558, 4645, 65610
2.31, 35769, 236, 335, 5, 0, 93, 603, 74630
2.31, 35769, 236, 335, 5, 0, 93, 603, 74630
2.33, 39125, 16254, 17474, 85, 0, 6235, 39615, 59101
2.27, 41463, 2048, 2237, 12, 0, 558, 4645, 65610
2.16, 51209, 21091, 21751, 184, 0, 4192, 46542, 59102
2.57, 52639, 547, 658, 8, 0, 83, 1408, 36006
2.46, 46527, 3611, 3919, 251, 0, 1709, 8990, 08066
2.27, 37130, 18416, 20816, 4076, 53, 9453, 42087, 28205
3.12, 102608, 17750, 18472, 924, 0, 2653, 55596, 77459
2.23, 20892, 6033, 8152, 546, 0, 5454, 13931, 75215
3.44, 29883, 16299, 18164, 13650, 59, 19065, 56231, 85706
3.26, 51864, 10538, 11172, 7203, 91, 4871, 34471, 90260
2.69, 35647, 12495, 14840, 9357, 36, 8069, 33737, 77092
2.77, 58194, 12454, 13880, 127, 64, 3996, 34475, 39532
2.36, 31447, 3282, 4651, 797, 269, 1987, 7886, 39530
2.47, 59353, 12604, 13223, 936, 28, 3036, 31337, 97267
2.7, 25839, 14914, 19140, 13043, 13, 13938, 45812, 89101
2.89, 27528, 4996, 6359, 169, 0, 4976, 14447, 32254
2.32, 52170, 14030, 15391, 593, 5, 2345, 33279, 40220
2.26, 42727, 17372, 19023, 187, 0, 10175, 41313, 47401
2.14, 30201, 13645, 15840, 145, 0, 11170, 33490, 23220
2.8, 35135, 10782, 12409, 3773, 82, 7706, 33745, 33619
3.65, 30538, 12562, 14381, 12911, 54, 17018, 46272, 92410
2.7, 46308, 541, 656, 3, 0, 150, 1492, 73009
2.7, 46308, 541, 656, 3, 0, 150, 1492, 73009
2.56, 50956, 3291, 3431, 79, 0, 762, 8432, 08078
2.18, 36996, 10182, 11991, 45, 0, 4052, 22695, 49707
2.23, 33302, 17372, 19310, 310, 4, 8792, 42191, 65802
2.57, 109088, 5627, 5875, 58, 0, 286, 14593, 48025
3.74, 89529, 12946, 13452, 257, 0, 1648, 48374, 84095
2.16, 54245, 3718, 3944, 53, 0, 1382, 10519, 05753
2.36, 61783, 5657, 6188, 126, 0, 1108, 13703, 64057
2.25, 37954, 7954, 8798, 270, 13, 4947, 18030, 48912
2.33, 32913, 11239, 13260, 22, 21, 7618, 27783, 13905
2.64, 34129, 9852, 11720, 1993, 36, 6887, 40587, 77705
2.23, 66041, 11804, 12596, 689, 0, 2791, 26843, 95409
